,9
0,국일성
1,백제계삼탕
2,생포갈비
3,주남오리알
4,남다른감자탕
5,곰애
6,신가음정횟집
7,영생각
8,인혜돌곱창
9,남촌칼국수
10,옥필가
11,함흥면옥
12,제일식당
13,대원철뚝집
14,고기달인
15,삼경한우촌
16,뉴욕바닷가재
17,원주특수통닭가좌점
18,어미정
19,새풍화식당
20,남강식당
21,숲뫼정
22,가람생복
23,솔향오리농원
24,일자봉
25,큰손짜장
26,공룡알
27,대가저수지가든
28,미소담
29,청학산
30,금호관
