,0
0,가마솥추어탕
1,유정숯불갈비
2,장독옛날손짜장
3,전통순대촌
4,정운각
5,소정숯불갈비
6,백두봉삼계탕
7,백제령삼계탕
8,소나무식당
9,동방횟집
10,소우리
11,우가촌
12,삼가한우소리
13,아라숯불갈비
14,개성삼계탕
15,감나무집
16,자연채한정식
17,수정식당
18,모이세삼겹살
19,엄마손충무김밥
20,민물고기식당
21,갑오삼계탕
22,개성순대
23,동화반점
24,외포등대횟집
25,수원왕갈비
26,죽림산방
27,송강민물매운탕
28,화덕본가
29,수라한정식
30,보물선횟집
31,매실떡갈비
32,신화루
33,레아모
34,거창복어
35,평사리한정식
36,백운식당
37,약천메기탕
