,8
0,매화다찌
1,섬진강식당
2,함흥집
3,금와
4,왕창이해물칼국수
5,키다리횟집
6,동심
7,용원꼬리곰탕
8,육거리곰탕
9,아리랑한정식
10,진우숯불갈비
11,항남뚝배기
12,경복궁숯불갈비
13,송화관
14,초당돼지국밥
15,석정숯불갈비
16,다미정숯불갈비
17,황금고디탕
18,박정현게장백반
19,고현횟집
20,어드메
21,진부령황태구이
22,금오암소한마당
23,솔밭가든
24,가얏골감자탕
25,금별식당
26,도리원
27,석정숯불갈비
28,조선옥삼계탕
29,제일횟집
30,햇살복집
31,청운식당
32,영실한우프라자
33,동의약선관
34,농월초계탕
35,외양간구시
