,5
0,경호강메기탕
1,기장대게
2,송림정흑염소구이
3,박영수손짜장
4,전원아구찜
5,중동식당
6,비비돈까스
7,만다린
8,설향꽃게찜
9,와사비
10,원조꽃게탕
11,진주명가장어구이
12,하늘정원
13,유가네뽕잎칼국수
14,강변횟집
15,거창가든
16,섬마을
17,삼도왕족발보쌈
18,시루봉가든
19,이가숯불갈비
20,회초랑
21,송화한정식
22,망경식육식당
23,고성곱창
24,한려숯불갈비
25,향토집
26,천지연횟집
27,용화찜
28,조바우가마솥추어탕
29,풍년복집
30,고쌈
31,파피쉪
32,지명전골
33,백프로갈비
34,썬바다횟집
35,고현장어
36,남다른감자탕고현점
37,청해대복
38,화림초밥
39,대보름생아구찜
40,신풍식육식당
41,참하누
42,주왕산삼계탕
43,진짜순대집
44,바닷가에햇살한스푼
45,남해암소한마당
46,하동솔잎한우프라자
47,향원식당
48,대웅
49,예다믄
50,합천명품토종흑돼지
51,수미정식당
