,4
0,남해일식
1,생초메기탕
2,해신식당
3,갯마을낙지
4,자갈마당식당
5,경복궁창원점
6,노렌스시
7,봉래식당
8,북경성
9,돈사골매실국밥
10,원조할매낙지
11,이코이
12,갈비도사
13,담배집
14,목우언덕
15,백우숯불갈비
16,청아한
17,수어지
18,팔각정
19,토우식육식당
20,망경횟집
21,아낙촌평거점
22,원산면옥
23,두량할매집
24,한방바다장어구이
25,고궁식육식당
26,용화횟집
27,외포9번횟집
28,세야촌
29,판문점숯불갈비
30,서울식육식당
31,양반청국장
32,우포한우프라자
33,창녕대가
34,통일냉면
35,새로운통일냉면
36,촌놈횟집
37,섬진강식당
38,아리산반점
39,건계정
40,옥계촌
41,고래불해물찜
