,3
0,동해해물탕
1,청풍갈비살
2,판문점(팔용동)
3,옥필가
4,백우숯불갈비
5,숯불한판석동점
6,원산면옥
7,남양토담오리
8,옥포막썰이회해물
9,보리네생고깃간(고현점)
10,한우포차식육식당
11,황부자숯불갈비
12,레아모
13,쌍쌍식육식당
