,2
0,국일성
1,해신식당
2,경남복국
3,설향꽃게찜
4,섬진강식당
5,진주명가장어구이
6,함흥집
7,노렌스시
8,신마산합천흑돼지황토한우
9,유가네뽕잎칼국수
10,한우촌(마산)
11,24시 남양돼지국밥
12,남촌칼국수
13,왕창이해물칼국수
14,담배집
15,수어지
16,육거리곰탕
17,태산만두2
18,아리랑한정식
19,담소원
20,삼경한우촌
21,뉴욕바닷가재
22,원주특수통닭가좌점
23,강가명가(진주본점)
24,홍제원
25,진주냉면(상대동)
26,향토집
27,대가한우촌(무전동)
28,남강식당
29,송화관
30,백프로갈비
31,황금고디탕
32,거제으뜸횟집
33,범어가마솥
34,어드메
35,조방낙지(양산)
36,송강민물매운탕
37,판문점숯불갈비
38,캠프흙시루가든
39,남해 어부림
40,남해암소한마당
41,풍운정
42,섬진강식당
43,한양왕족발복어
44,물장구식육식당
45,오감원 레스토랑
46,대식한우명가
