,8
0,남해일식
1,소정숯불갈비
2,만다린
3,백제령삼계탕
4,원조할매낙지
5,장원
6,용원꼬리곰탕
7,우가촌
8,아낙촌평거점
9,뚱보화로불고기 평거점
10,미주뚝배기
11,고성곱창
12,통영생선구이
13,진주집(사천)
14,삼천포추어탕
15,고쌈
16,정림
17,포크밸리로스트
18,세야촌
19,진부령황태구이
20,솔밭가든
21,참하누
22,고궁
23,통일냉면
24,창녕한우
25,새로운통일냉면
26,수라한정식
27,청운식당
28,영도숯불갈비
29,동의약선관
30,농월초계탕
