,9
0,석정한정식
1,성심농장가든
2,수제갈비 창원중동점
3,할머니국밥집
4,남다른감자탕
5,토담고디탕
6,물꽁식당
7,대가
8,아자방
9,돈사골매실국밥
10,소나무식당
11,임진각(진해)
12,천년의비빔밥
13,만리장성
14,어미정
15,새풍화식당
16,가얏골감자탕(김해)
17,장보고횟집
18,서울삼계탕
19,국보삼계탕
20,큰손짜장
21,주왕산삼계탕
22,하나로횟집
23,제일회센타
24,지리산장당계곡식당
25,풍전복집
26,고래불해물찜
27,삼가명품한우
28,황금나무숯불갈비
