,6
0,낙지천하
1,장독옛날손짜장
2,주남오리궁(동읍)
3,푸주옥(창원)
4,대풍갈비살
5,판문점(오동동)
6,마당있는집(자은동)
7,청아한
8,토우식육식당
9,진해농협한우정
10,제일식당
11,서울설렁탕(진주)
12,소우리
13,송화한정식
14,서울설렁탕(상대동)
15,망경식육식당
16,두루춘풍
17,수정식당
18,진우숯불갈비
19,조바우가마솥추어탕
20,민물고기식당
21,숲뫼정
22,초당돼지국밥
23,아리랑
24,파피쉪
25,가람생복
26,동화반점
27,박정현게장백반
28,용화횟집
29,외포9번횟집
30,계룡산숯불갈비 장승포점
31,고현횟집
32,양평해장국(함안)
33,창녕대가
34,늘봄가든(고성)
35,주남오리궁(동읍)
36,짜장박사
37,촌놈횟집
38,이화가든
39,갑을식당(함양)
40,청학산
41,거창복어
42,애우전문점 거창축협한우팰리스
43,건계정
44,합천명품토종흑돼지
45,수미정식당
46,당신이있어좋은세상
47,부자돼지
48,금호관
