,9
0,낙지천하
1,동해해물탕
2,중동식당
3,제일식당
4,서울설렁탕(진주)
5,대원철뚝집
6,아낙촌평거점
7,서울설렁탕(상대동)
8,홍제원
9,자연채한정식
10,천지연횟집
11,대가한우촌(무전동)
12,삼천포추어탕
13,늘품한우
14,가람생복
15,생우림
16,정림
17,고궁식육식당
18,대원군숯불갈비
19,종정헌
20,서울식육식당
21,하나비
22,짜장박사
23,미소담
24,풍운정
25,이화가든
26,갑을식당
27,건계정
