,1
0,석정한정식
1,성심농장가든
2,이바돔감자탕(용호동)
3,할머니국밥집
4,남다른감자탕
5,목포밴댕이
6,삼포복집
7,토담고디탕
8,물꽁식당
9,대가
10,도원오리궁
11,소반
12,아자방
13,홍화
14,마당있는집(합성동)
15,돈사골매실국밥
16,소나무식당
17,맛있는 생오리
18,수어지
19,임진각(진해)
20,천년의비빔밥
21,뉴욕바닷가재
22,뚱보화로불고기 칠암점
23,어미정
24,진주냉면(상대동)
25,새풍화식당
26,은혜갈비
27,풍년복집
28,지리산마천흑돼지
29,가얏골감자탕(김해)
30,서울삼계탕
31,한방바다장어구이
32,송강민물매운탕
33,국보삼계탕
34,큰손짜장
35,양반청국장
36,우포한우프라자
37,주왕산삼계탕
38,하나로횟집
39,제일회센타
40,풍전복집
41,고래불해물찜
42,파스타부오노(거창점)
43,삼가명품한우
44,황금나무숯불갈비
