,8
0,금화
1,생포갈비
2,곰애
3,매화다찌
4,대풍갈비살
5,와사비
6,금와
7,백두봉삼계탕
8,영생각
9,한옥산에산에
10,원조할매낙지
11,이코이
12,마당있는집(자은동)
13,청아한
14,삼도왕족발보쌈
15,시루봉가든
16,신라아구찜
17,용원꼬리곰탕
18,이가숯불갈비
19,토우식육식당
20,소우리
21,고기달인
22,망경식육식당
23,강가명가(진주본점)
24,고성곱창
25,진우숯불갈비
26,두량할매집
27,지명전골
28,포크밸리로스트
29,입소문 맷돌 순두부
30,그바다에 가면
31,세야촌
32,남다른감자탕고현점
33,장수녹각삼계탕(덕계동)
34,신라해장국(양산)
35,대보름생아구찜
36,진부령황태구이
37,금오암소한마당
38,참하누
39,도리원
40,창녕대가
41,대가저수지가든
42,남해 대청마루
43,햇살복집
44,영실한우프라자
45,신화루
46,평사리한정식
