,2
0,수제갈비 창원중동점
1,청풍갈비살
2,해신식당
3,해훈식당
4,갯마을낙지
5,경남복국
6,신가음정횟집
7,왕가옥
8,자갈마당식당
9,진주명가장어구이
10,천지우식당
11,한우촌(마산)
12,복자할매충무김밥
13,24시 남양돼지국밥
14,감자꽃피는감자탕
15,남촌칼국수
16,독불장군
17,옥필가
18,우람한우마을(마산)
19,장원
20,꽃마름샤브진해석동점
21,백우숯불갈비
22,송원왕갈비
23,숯불한판석동점
24,함흥면옥
25,태산만두2
26,원주특수통닭가좌점
27,남옥식당
28,거구장
29,남강식당
30,원산면옥
31,남양토담오리
32,장보고횟집
33,거제으뜸횟집
34,보리네생고깃간(고현점)
35,한우포차식육식당
36,어드메
37,조방낙지(양산)
38,진송추어탕(양산)
39,나룻터가는길
40,조선옥삼계탕
41,황부자숯불갈비
42,남해 어부림
43,전망대횟집
44,청운식당
45,한양왕족발복어
46,지리산장당계곡식당
47,오감원 레스토랑
48,수미정식당
49,참숯골
